amount,beneficiary_new,device_new,location_changed,transaction_count_last_hour,is_night_transaction,fraud
18320,1,1,0,9,0,1
29244,0,0,0,9,0,0
17167,0,1,0,2,0,0
99365,1,0,0,3,0,1
77848,0,1,0,8,0,1
39637,0,0,0,6,0,0
87996,1,0,0,4,1,1
45691,1,0,0,2,0,0
1932,0,0,1,5,0,0
28151,1,1,0,14,0,1
46607,1,1,0,7,1,1
99899,1,0,1,3,0,1
47449,1,0,0,10,1,1
50534,1,1,1,14,0,1
53483,1,1,0,2,1,1
23600,0,1,0,12,1,1
86417,0,0,0,12,1,1
13432,0,0,1,6,1,1
78082,1,0,0,13,1,1
93619,1,1,1,15,1,1
67132,1,0,1,3,0,1
64238,1,0,0,0,0,0
9042,1,0,0,12,1,1
39782,0,0,1,14,0,1
86881,1,1,1,10,0,1
56514,0,1,1,10,1,1
60348,0,0,0,9,0,0
56550,0,1,1,15,0,1
88576,1,1,1,5,0,1
34623,1,1,1,9,1,1
3789,0,0,1,11,0,0
49982,0,1,1,11,1,1
7498,0,0,0,9,0,0
40065,0,1,0,0,1,0
60512,1,1,1,0,1,1
3014,1,1,1,10,0,1
13214,0,1,1,10,0,1
39358,1,1,0,15,0,1
28159,1,1,0,9,1,1
81963,0,0,1,8,0,1
69707,1,1,0,11,0,1
66244,1,1,1,6,1,1
33033,1,0,0,5,1,1
86713,1,1,1,1,0,1
60719,0,0,0,9,1,1
41866,0,0,1,8,1,1
33712,0,1,0,3,0,0
3731,0,1,1,15,1,1
84893,0,0,0,8,0,0
33968,1,0,0,15,0,0
11100,1,1,0,13,1,1
52121,0,0,0,3,1,0
11929,0,0,1,10,1,1
55526,0,0,0,5,0,0
57702,1,1,0,15,1,1
41582,1,1,0,8,0,1
62388,1,1,0,1,0,1
33258,1,1,1,3,0,1
51017,0,1,1,9,0,1
39083,0,0,1,10,1,1
36018,0,1,1,13,1,1
13259,0,1,0,11,1,1
95681,1,1,0,1,0,1
84130,0,0,1,6,1,1
75572,0,0,0,7,0,1
89983,1,1,1,15,0,1
22838,1,1,0,2,1,1
23940,1,1,0,0,0,1
84917,0,0,1,6,1,1
6625,1,1,1,4,0,1
22398,0,0,1,14,1,1
29523,0,0,1,9,1,1
17165,1,0,0,9,0,0
23741,1,0,0,9,1,1
81060,1,0,1,14,0,1
61557,0,1,1,6,1,1
96582,1,0,0,1,0,0
30881,1,1,0,0,1,1
81319,1,1,1,11,0,1
5490,0,1,0,15,1,1
17390,0,1,1,4,1,0
41160,0,0,1,8,1,1
37183,1,1,1,13,0,1
96682,1,0,1,1,0,1
7252,0,0,0,15,1,0
92631,1,1,0,15,0,1
46829,1,1,1,3,0,1
45923,0,0,1,5,0,1
35855,0,0,0,13,0,0
65388,0,1,0,9,0,1
49063,0,1,0,0,0,0
92860,1,1,1,0,1,1
86105,1,1,0,6,0,1
42458,0,0,1,2,1,0
23432,0,1,0,0,0,0
51021,1,1,0,3,1,1
56770,1,0,1,3,1,1
26297,1,1,1,15,1,1
78787,1,0,1,11,0,1
82765,1,0,0,10,1,1
84983,0,1,0,9,1,1
10478,1,1,0,4,1,1
68662,1,1,0,2,0,1
14207,1,1,0,14,1,1
33505,0,0,0,14,0,0
51605,0,0,1,9,1,1
95008,1,1,1,10,0,1
24359,0,1,0,13,0,0
51864,0,0,0,15,1,1
86308,1,1,1,12,1,1
16495,0,0,0,3,0,0
3614,0,1,0,7,1,1
25123,0,1,1,4,1,1
2959,0,0,0,14,1,0
2672,1,0,0,9,1,0
43858,0,0,1,13,1,1
78197,1,0,1,12,1,1
77568,1,0,0,0,1,1
41499,0,1,1,15,0,1
81718,1,1,1,0,0,1
95285,0,1,1,14,0,1
28896,1,1,0,9,1,1
88325,1,1,0,6,1,1
87532,1,0,0,6,0,1
64611,0,1,1,9,0,1
73084,0,0,1,8,1,1
23000,0,0,1,13,0,1
29812,0,0,1,8,1,1
6217,1,0,0,1,1,0
99159,0,0,0,1,0,0
82665,0,0,1,5,1,1
99972,1,0,0,11,1,1
16219,0,1,1,0,0,0
44837,1,0,0,8,1,1
47370,0,0,1,7,0,1
54286,1,1,1,0,1,1
1403,0,0,1,10,1,1
56994,0,1,0,4,0,1
38861,1,1,1,10,1,1
36771,0,1,1,6,1,1
85133,1,0,1,2,0,1
43942,1,0,1,6,0,1
72423,1,1,0,0,0,1
77760,1,0,1,13,0,1
48987,1,1,0,1,0,1
39154,0,1,1,7,0,1
39316,1,0,1,7,0,1
67792,0,1,1,3,0,1
54108,0,0,0,13,0,0
28252,1,0,1,12,1,1
76685,1,1,1,15,1,1
19019,0,1,1,4,0,0
59794,1,0,0,11,0,1
53658,0,0,1,9,0,1
20193,0,1,1,11,1,1
63791,0,0,0,13,0,0
37256,0,0,1,0,0,0
45798,0,0,1,15,1,1
59393,1,1,1,4,0,1
83522,1,1,1,4,1,1
81989,1,1,0,12,1,1
6105,1,1,0,5,0,1
82689,1,0,0,6,0,1
68487,0,1,0,3,0,0
36139,0,0,1,2,1,0
77287,0,1,0,10,1,1
54486,0,1,1,8,0,1
13119,0,1,0,5,1,0
20314,1,1,0,1,1,1
3661,0,1,1,3,1,1
54209,1,1,1,3,0,1
31507,0,1,1,3,1,1
41824,1,1,0,15,0,1
83139,0,0,1,3,0,1
85500,0,1,1,14,0,1
26767,0,1,0,7,1,1
59310,0,0,1,9,0,1
7987,1,1,1,12,1,1
76797,1,0,0,2,1,0
51913,0,0,1,13,0,1
66267,1,1,1,14,1,1
86905,1,1,0,14,1,1
90781,0,0,1,0,0,0
54254,1,1,0,2,0,1
88212,0,1,1,11,1,1
91461,0,0,1,11,0,1
1327,0,0,1,11,0,0
80505,1,0,0,15,1,1
36899,1,0,0,6,1,1
36452,1,0,0,5,0,1
16909,0,0,1,7,1,1
88964,0,1,1,0,1,1
42436,1,1,1,3,1,1
47478,0,0,0,8,1,1
58933,1,0,1,6,1,1
75049,0,0,1,2,0,0
21658,1,1,0,3,0,1
56716,0,1,1,7,0,1
31342,1,0,1,7,0,1
81307,1,0,1,3,0,1
4470,1,1,0,4,0,0
7281,1,1,0,3,0,1
6942,1,1,1,3,1,1
78687,0,1,1,14,1,1
81263,0,1,0,14,1,1
25328,0,0,0,2,0,0
16612,1,1,1,15,1,1
31970,0,0,0,4,1,0
57227,1,1,0,4,1,1
79179,1,1,1,0,0,1
31214,0,1,1,6,0,1
9065,1,0,1,14,1,1
74299,1,1,1,10,0,1
59646,0,1,0,0,0,0
61249,0,0,1,10,1,1
52569,0,0,1,0,0,0
4034,0,0,1,14,0,1
47274,0,0,0,6,1,0
28797,1,0,1,7,0,1
2917,0,1,0,0,0,0
85935,0,1,0,9,1,1
48549,1,0,1,2,0,1
17243,0,0,1,11,1,1
56400,0,0,0,9,0,0
32497,0,1,0,15,0,0
61791,0,0,1,11,1,1
60952,0,1,1,15,1,1
35271,1,0,0,7,0,1
30821,1,0,1,13,1,1
20705,1,1,0,4,0,1
58362,1,0,0,14,1,1
59233,1,1,1,11,1,1
35885,1,0,0,14,0,1
84687,0,1,0,9,0,1
29950,0,0,0,11,0,0
26354,1,0,1,8,1,1
25087,0,1,0,9,1,1
53028,1,0,1,4,1,1
29843,0,1,0,14,1,1
11355,1,0,1,13,0,1
59078,0,1,0,4,1,0
65609,1,1,0,13,1,1
90607,1,1,0,1,0,1
43386,1,1,0,12,0,1
50750,0,1,0,10,1,1
12321,0,0,0,1,1,0
24570,0,0,1,9,0,1
38255,0,1,0,11,0,1
42930,1,1,0,3,0,1
54942,1,0,1,6,0,1
40700,1,1,0,9,0,1
94048,1,1,0,0,0,1
8484,1,0,1,15,1,1
75614,0,0,1,14,1,1
51360,0,1,0,5,1,1
50518,0,0,1,1,0,0
35984,1,0,0,15,1,1
15989,1,0,0,10,1,1
21705,1,0,0,14,0,0
83837,1,1,1,12,0,1
5051,0,1,0,4,1,0
63638,1,0,0,7,1,1
61807,1,0,0,0,0,0
38654,0,1,0,2,0,0
20219,1,1,0,6,0,1
28433,1,0,0,12,1,1
6970,0,0,1,6,0,0
31365,0,0,0,13,0,0
44286,0,0,0,3,0,0
5868,1,0,1,10,0,1
27247,1,1,0,7,0,1
46837,1,0,0,12,1,1
51111,0,1,0,2,1,1
48462,0,0,0,13,1,1
65580,0,0,1,3,1,1
88953,0,1,0,10,1,1
44022,0,1,1,7,0,1
2880,0,1,0,13,0,1
10505,0,0,1,15,1,1
19979,1,0,0,7,1,1
17698,1,1,0,13,1,1
30116,1,1,0,6,0,1
90192,0,1,1,5,1,1
8569,1,0,0,1,0,0
16557,0,0,0,7,0,0
95125,1,1,0,6,0,1
23225,0,1,1,14,0,1
63168,0,1,1,12,0,1
57952,1,1,0,15,0,1
56119,0,1,0,5,1,1
60871,1,1,1,12,1,1
43777,0,1,0,4,0,0
1782,1,1,1,13,1,1
50436,1,1,0,13,0,1
50539,0,0,1,8,1,1
93046,1,1,0,12,1,1
31865,1,0,1,0,0,1
79455,1,0,1,7,0,1
15400,0,1,1,2,0,0
21834,1,1,1,12,1,1
98726,0,0,1,4,1,1
98179,1,1,0,5,1,1
12797,0,1,1,9,1,1
23221,1,0,0,6,1,1
65978,0,1,0,5,0,1
98392,0,0,1,13,1,1
14412,0,0,1,2,1,0
36375,0,1,0,7,1,1
88285,0,0,0,8,0,1
5586,0,0,0,12,1,0
62127,1,1,1,11,1,1
31504,1,1,1,1,1,1
13230,0,1,1,4,0,1
16208,1,0,1,14,1,1
54249,0,0,1,0,1,0
96544,1,1,0,15,1,1
10765,1,1,1,3,1,1
79683,0,0,0,4,1,0
39598,1,0,1,3,1,1
31675,0,0,0,2,0,0
93916,0,0,1,12,1,1
94363,1,1,0,4,1,1
90773,1,0,0,10,1,1
85810,1,0,0,8,0,1
11592,0,0,1,6,0,1
48300,0,1,1,0,1,1
77440,0,1,1,10,1,1
68224,0,0,1,0,1,1
19066,1,0,1,14,0,1
37244,0,0,1,9,0,1
92705,1,0,1,9,1,1
43765,0,0,0,1,0,0
95441,1,1,0,0,1,1
55469,1,1,1,12,0,1
95357,1,1,0,12,0,1
42491,0,1,1,5,0,1
91320,1,1,0,6,0,1
96479,0,1,0,4,1,1
89156,0,0,0,11,1,1
6977,0,1,1,4,1,1
4555,0,0,1,15,1,1
22708,1,0,1,12,1,1
48245,0,0,0,2,0,0
84170,0,0,1,8,0,1
23836,1,1,1,9,0,1
42728,0,0,1,0,1,1
70409,1,0,0,6,0,1
78625,0,0,1,10,0,1
16984,0,0,0,8,0,0
16446,1,1,0,13,0,1
39500,0,1,1,4,1,1
68606,1,0,0,1,0,0
24751,0,1,0,4,0,0
47163,1,0,1,2,1,1
50140,0,1,1,2,1,1
91131,0,0,0,8,0,0
73977,0,1,0,10,1,1
3496,0,0,1,3,0,0
53417,0,1,0,11,1,1
19279,0,1,0,3,1,0
49728,0,0,0,9,1,0
69431,1,1,1,3,0,1
41780,1,0,1,12,1,1
16821,1,0,0,4,0,0
74491,1,0,1,7,1,1
24099,1,1,1,9,1,1
68335,0,1,0,9,1,1
11914,0,0,0,2,0,0
7625,0,1,1,0,1,1
95887,0,1,1,3,1,1
80877,0,0,1,11,0,1
89763,0,1,0,7,0,1
48210,0,1,0,13,1,1
22445,1,0,1,7,0,1
39313,1,1,1,6,0,1
51692,0,1,0,14,1,1
46728,0,1,1,9,1,1
775,1,0,1,11,0,1
56566,1,0,0,4,1,0
63986,0,0,1,7,1,1
49161,1,1,1,5,1,1
57584,1,0,0,11,1,1
47185,0,0,0,9,0,0
51813,1,1,0,5,0,1
87294,1,0,1,15,1,1
42683,1,1,0,3,0,0
16631,0,1,0,7,0,0
56417,0,1,1,9,1,1
10928,1,0,0,5,0,0
15175,1,0,1,6,1,1
92000,0,0,0,7,0,0
52696,0,1,0,4,1,0
80901,0,0,0,12,1,1
40266,0,0,1,13,1,1
66928,1,0,1,3,1,1
36873,1,1,0,10,0,1
5459,0,0,1,6,1,1
36821,0,1,0,8,1,1
43915,1,0,0,0,0,0
47360,1,1,0,8,0,1
50438,0,0,0,3,0,0
85867,0,0,1,3,0,1
81234,1,1,1,6,0,1
16855,0,1,1,11,1,1
82657,0,1,0,15,1,1
66143,0,0,1,4,1,0
74309,0,0,1,15,0,1
57476,1,1,1,8,0,1
571,0,0,0,14,1,0
28979,1,1,0,5,0,1
70035,0,1,0,4,1,1
35546,0,0,0,3,0,0
83027,1,1,0,8,0,1
80248,1,1,0,0,1,1
95845,1,0,1,0,0,1
85798,1,0,1,7,1,1
26828,1,0,1,7,1,1
19542,1,0,1,5,1,1
23183,0,1,0,9,0,1
21454,0,1,0,2,0,0
55988,0,1,1,3,0,1
79174,0,1,1,0,0,1
84573,0,0,0,2,1,0
82332,0,0,0,10,0,0
18349,1,1,0,9,1,1
20352,0,0,1,3,0,0
13576,1,0,1,4,0,0
3245,0,1,1,4,1,1
29707,1,0,1,5,0,1
13434,1,1,0,10,0,1
11215,0,0,0,13,1,0
23871,1,0,1,9,1,1
35632,1,1,1,2,0,1
86064,0,1,0,12,1,1
8922,0,1,1,4,0,0
16816,0,1,1,10,1,1
63183,1,1,0,7,1,1
72102,1,1,0,12,0,1
93806,1,0,0,7,1,1
26744,0,1,1,4,0,0
45889,1,0,1,14,0,1
55291,0,0,0,1,0,0
91297,0,1,0,13,1,1
92034,0,0,1,5,0,1
47973,0,0,0,2,0,0
54690,0,0,1,4,1,1
54039,1,1,0,9,0,1
7964,0,0,0,0,1,0
89216,1,1,1,7,1,1
35728,0,1,0,6,1,1
7439,0,1,0,2,1,0
41150,1,1,0,1,1,1
25623,1,0,0,2,1,1
44070,0,0,1,5,0,0
27875,0,1,0,6,0,1
35380,0,0,1,1,0,0
12317,1,0,1,9,1,1
25643,1,1,1,4,0,1
53483,0,0,0,12,1,1
5003,1,0,0,14,0,0
94270,0,0,0,5,1,1
17296,1,1,1,13,0,1
31440,0,0,0,15,0,0
18793,1,0,1,3,1,1
22345,1,0,0,8,1,1
11795,0,0,1,8,1,1
58039,0,0,1,1,1,1
52651,1,0,1,11,1,1
11043,1,1,1,1,0,1
91817,0,0,0,9,1,1
74828,1,0,0,12,1,1
45835,1,1,1,3,0,1
96015,0,1,1,6,1,1
8550,1,1,1,6,1,1
36587,1,0,0,15,0,1
42067,0,1,0,11,1,1
28073,0,0,0,13,1,0
83420,0,0,0,2,1,0
10809,1,1,1,6,1,1
7144,0,1,1,9,0,1
45880,1,1,1,5,1,1
90919,1,0,0,2,0,0
87140,1,0,0,14,0,1
41572,0,1,1,0,1,1
83238,1,0,0,6,0,1
91384,0,1,0,11,0,1
89180,0,1,1,0,1,1
65909,0,1,1,13,1,1
46265,1,1,0,5,1,1
49005,0,0,1,12,1,1
83213,1,0,0,3,0,0
80874,1,0,1,3,1,1
76283,0,1,1,6,0,1
72397,1,0,0,15,0,1
60910,1,1,0,11,0,1
37272,1,1,1,13,0,1
54436,0,0,0,4,1,0
97256,1,1,0,13,0,1
51396,0,1,0,13,0,1
95535,0,1,1,5,1,1
13151,0,0,1,8,0,0
26807,0,0,0,13,0,0
20160,0,0,1,0,0,0
83260,1,0,0,7,1,1
70278,0,1,1,1,1,1
18944,0,0,0,14,0,0
18690,1,1,0,2,0,0
47469,0,1,0,15,0,1
9743,1,0,0,13,1,1
83140,1,0,0,9,0,1
86563,0,0,1,11,1,1
78742,0,0,1,3,0,1
3973,0,0,0,11,0,0
3966,1,0,0,2,0,0
35970,1,0,0,11,1,1
97774,1,1,1,6,1,1
26036,1,1,0,9,0,1
94741,1,1,1,13,1,1
81746,0,1,1,6,1,1
83029,0,1,0,1,1,1
53814,1,1,1,0,0,1
42394,1,0,1,7,0,1
86208,1,1,0,10,0,1
41858,0,1,0,14,1,1
73715,0,1,1,6,0,1
73625,1,0,1,13,1,1
26071,0,0,1,15,0,1
55312,0,0,1,5,1,1
50281,0,0,1,0,0,0
37372,0,1,0,1,1,0
9203,1,0,1,9,1,1
98887,1,1,0,10,1,1
6269,1,1,1,15,0,1
81099,0,0,0,1,0,0
13880,1,1,0,5,0,1
95010,1,0,0,8,0,1
6391,1,0,1,10,1,1
91675,0,0,1,3,0,0
19498,1,1,0,7,1,1
36871,1,1,0,2,1,1
93342,0,1,0,6,0,1
64928,0,0,0,6,1,1
24730,1,0,1,6,1,1
92966,1,0,0,4,0,0
50638,1,0,1,6,0,1
55555,0,1,0,4,1,0
97752,0,0,0,14,0,0
3846,1,1,1,8,0,1
11118,1,1,0,4,1,1
56572,1,0,1,8,1,1
6540,1,1,0,9,0,1
23253,1,1,1,3,0,1
14659,0,0,0,1,1,0
8730,0,1,0,12,1,1
13378,0,1,1,6,0,1
45664,1,1,0,3,0,1
91912,1,1,0,5,1,1
21942,0,1,1,4,0,1
56188,1,0,0,8,0,1
89124,0,1,1,0,1,1
62040,0,0,0,9,0,1
66048,0,0,0,3,1,0
59425,1,1,1,15,1,1
60229,0,1,1,10,1,1
35481,0,0,1,7,0,1
65351,0,0,1,11,0,1
25507,1,0,1,14,0,1
89106,1,1,1,13,1,1
25078,0,1,0,13,1,1
45581,1,0,0,15,0,1
89349,0,1,0,9,1,1
8569,1,0,1,1,0,0
77835,0,0,1,9,0,1
46270,0,0,1,4,1,0
65897,0,0,1,4,0,0
76806,0,1,0,1,1,1
32701,1,1,1,3,1,1
78355,1,0,1,10,0,1
32870,0,1,0,9,1,1
39072,1,0,1,13,0,1
69118,1,1,1,14,1,1
61251,1,1,1,0,0,1
11690,0,1,0,11,0,1
71307,1,0,1,4,1,1
60761,1,0,0,1,1,0
43810,0,1,1,10,0,1
97155,0,0,0,15,0,0
88662,0,1,1,0,1,1
90248,0,0,0,0,0,0
15964,0,0,0,3,1,0
66396,1,1,0,3,1,1
63502,0,0,1,14,0,1
19268,0,0,0,7,0,0
97311,0,1,1,9,1,1
77270,1,1,1,12,1,1
60912,1,1,0,0,1,1
15845,1,0,1,1,1,0
46594,0,1,1,8,0,1
46990,0,1,1,2,0,1
46219,1,1,0,8,1,1
9040,1,1,1,5,1,1
91557,1,1,1,2,0,1
96159,0,0,0,3,1,0
42522,0,0,0,5,1,0
8537,0,1,0,1,0,0
49163,0,0,1,3,1,0
17560,0,0,1,15,1,1
29656,0,0,1,6,0,1
3277,0,0,0,4,0,0
53580,0,1,0,15,0,1
74859,1,1,1,4,0,1
56134,1,0,0,4,1,0
15556,1,0,0,10,0,0
38097,1,1,1,2,0,1
9901,0,1,1,1,0,1
61832,1,0,0,10,1,1
26381,1,0,0,6,1,1
30982,1,0,0,11,0,1
78500,0,1,0,8,0,1
4766,1,0,1,13,1,1
29952,0,0,0,6,1,0
72516,1,0,1,12,0,1
92025,1,0,0,14,0,1
48296,1,0,1,13,0,1
30513,0,0,0,13,0,0
94449,0,0,0,1,0,0
23770,1,0,1,11,0,1
17102,1,1,0,2,0,0
71356,0,1,1,7,1,1
48194,1,0,1,10,0,1
45534,1,1,1,2,0,1
68387,0,1,0,3,1,1
4801,0,1,1,3,0,0
4524,1,1,1,9,0,1
36681,1,1,0,12,1,1
5921,0,0,1,5,1,1
6949,1,0,1,0,1,1
98838,0,0,1,13,1,1
14414,1,1,1,13,1,1
50076,1,0,0,0,1,1
11311,0,1,1,12,0,1
36049,1,1,1,0,0,1
74606,1,1,0,14,1,1
57759,0,1,0,11,1,1
28653,1,0,0,8,1,1
57829,0,1,1,8,1,1
29908,0,0,0,7,0,0
24250,1,1,0,7,0,1
33843,0,1,0,7,1,1
10255,1,0,0,7,0,0
74858,1,1,0,13,1,1
3336,1,1,1,13,1,1
38643,0,0,1,1,1,0
77593,0,0,0,10,1,1
49755,0,0,1,2,0,0
74208,1,0,0,15,1,1
35382,0,1,0,10,0,1
30363,1,1,0,7,1,1
47532,0,1,0,11,1,1
30292,1,1,0,4,0,1
88456,0,1,1,10,1,1
10783,1,1,0,15,0,1
59615,0,0,0,13,1,1
93342,1,0,0,1,1,0
90545,0,0,0,12,1,1
16805,1,0,1,3,1,1
77626,0,0,0,11,1,1
82784,1,1,1,15,0,1
94957,0,0,0,11,1,1
42100,1,0,1,3,0,1
64756,1,0,1,9,1,1
41856,0,0,0,6,1,1
36571,1,0,1,9,0,1
37828,1,1,1,7,0,1
34103,0,0,1,4,0,0
72473,0,0,0,6,0,0
3478,1,0,1,13,1,1
16638,1,1,0,3,1,1
64751,1,0,0,8,0,1
10463,0,0,1,5,1,1
59536,0,1,0,13,0,1
41718,0,0,0,7,0,0
49410,0,0,1,15,0,1
24624,1,1,0,6,0,1
94902,0,0,1,2,1,1
80213,0,0,0,13,1,1
49945,0,1,1,5,1,1
38388,1,1,1,11,1,1
12752,0,0,1,13,1,1
32526,1,0,0,14,1,1
45657,1,0,1,15,1,1
3896,1,1,0,13,0,1
42461,1,1,1,12,1,1
52355,1,0,1,15,0,1
83496,0,1,1,13,0,1
21928,0,0,1,4,0,0
49800,0,1,1,2,0,1
27685,1,0,0,12,0,1
21255,1,1,1,6,0,1
4828,0,0,1,15,0,0
37205,1,0,0,7,0,1
98392,0,1,1,4,1,1
10130,0,1,0,0,0,0
96552,1,0,1,10,1,1
97549,0,1,1,14,0,1
34738,1,1,1,13,0,1
53358,1,1,1,7,1,1
65247,1,1,0,14,0,1
3362,1,0,1,11,1,1
14380,1,1,0,2,0,1
22284,0,1,0,2,0,0
80904,1,0,0,15,1,1
40923,1,0,0,10,1,1
35246,0,1,1,10,0,1
60572,1,0,0,13,0,1
16783,0,0,0,5,0,0
14998,0,1,1,5,1,1
98272,1,1,0,9,0,1
38664,1,1,1,5,0,1
68683,0,1,1,15,1,1
43376,0,0,1,0,1,0
23591,0,1,0,0,1,0
26218,0,1,1,3,0,1
61532,0,0,1,7,1,1
25349,1,1,1,9,1,1
52957,1,0,0,4,0,0
36798,0,1,0,4,1,0
75552,1,1,0,5,0,1
28469,0,0,0,5,1,0
42480,0,0,0,14,1,0
42972,1,0,0,12,1,1
92668,1,1,1,10,0,1
28136,0,1,0,13,1,1
91208,1,0,1,11,0,1
48031,1,1,1,6,0,1
49147,0,0,0,14,1,1
25644,0,1,1,3,1,1
66002,0,1,0,8,1,1
5856,1,1,0,0,1,1
82968,1,1,0,15,0,1
48535,0,0,0,4,0,0
15753,0,1,0,10,0,1
36469,0,0,1,10,0,1
94751,1,0,1,13,0,1
25389,0,1,0,5,1,1
36213,0,1,0,0,1,0
73573,1,0,1,14,0,1
60787,0,0,0,5,0,0
41715,0,0,0,6,1,0
10752,0,1,0,4,1,0
49816,1,0,1,4,1,1
29717,0,1,0,5,1,1
91530,1,1,0,15,1,1
47759,1,1,0,1,1,1
70610,0,1,1,9,0,1
91805,1,0,0,8,0,1
34289,0,0,0,15,0,0
77015,1,1,1,1,1,1
82606,1,0,0,13,1,1
44228,0,0,1,9,0,1
71767,0,0,1,14,1,1
62172,0,1,1,10,1,1
39444,0,0,0,13,1,0
75792,1,0,0,5,1,1
91539,0,0,0,10,0,0
40637,0,1,1,12,0,1
210,0,0,0,9,1,0
24295,0,0,1,2,0,0
89846,1,0,1,5,1,1
61808,1,0,1,12,1,1
12659,1,0,1,4,1,1
37218,1,1,0,11,1,1
3625,0,0,0,11,1,0
65826,0,1,0,7,0,1
24737,0,0,1,13,0,1
50440,0,1,0,9,1,1
88609,1,0,1,13,0,1
52294,0,1,0,11,0,1
1702,0,1,0,12,1,0
63819,1,1,0,9,1,1
97363,0,1,1,15,1,1
47923,0,0,1,12,0,1
1011,1,1,0,14,1,1
61017,1,0,0,15,1,1
6663,1,1,1,10,1,1
71239,1,0,1,11,1,1
58659,1,1,0,3,1,1
69734,1,0,0,2,0,0
95361,0,1,1,8,1,1
90407,0,1,0,2,1,1
5118,0,0,1,2,1,0
55481,1,0,0,8,0,1
15360,0,1,1,7,0,1
75248,1,0,1,8,0,1
65840,0,1,0,9,1,1
53470,0,0,1,4,1,1
60713,1,0,0,7,0,1
29074,0,1,1,13,1,1
51092,1,0,1,10,1,1
58346,0,1,1,6,0,1
33614,1,0,0,15,1,1
27304,1,1,1,10,1,1
3975,0,0,1,13,1,0
98585,1,1,0,12,0,1
79676,0,0,1,6,0,1
74908,1,0,0,12,1,1
98571,0,1,1,10,1,1
87162,1,1,0,12,1,1
37623,1,0,0,12,1,1
69917,1,1,0,3,1,1
85703,1,1,1,6,0,1
29485,0,0,1,0,1,1
32860,0,1,0,11,0,1
85836,1,0,0,14,1,1
23065,1,0,1,4,1,1
4148,0,1,1,7,1,1
23283,1,0,1,5,0,1
94740,0,0,0,13,1,1
9322,1,1,0,0,1,1
95262,0,1,1,1,1,1
94029,1,1,0,3,0,1
99444,0,0,1,13,1,1
31959,1,0,1,3,1,1
60162,1,0,1,10,1,1
43440,1,1,1,1,0,1
68490,1,0,0,11,1,1
40294,0,1,1,14,1,1
97582,0,0,1,12,1,1
3770,0,1,0,0,1,0
94621,1,1,0,11,0,1
65779,1,1,1,15,0,1
63283,0,1,1,0,0,1
29568,1,0,0,4,1,1
95620,0,0,1,15,1,1
83807,0,0,0,11,0,0
82203,0,1,0,8,0,1
58641,0,0,1,5,0,1
90492,1,0,0,8,1,1
97500,0,0,0,9,0,0
29930,0,1,1,3,0,1
83187,0,0,1,3,1,0
62494,0,0,0,15,1,1
1358,1,0,1,6,1,1
33097,1,1,1,5,1,1
63444,1,1,1,7,1,1
88946,1,1,0,5,1,1
41939,1,1,0,5,0,1
88308,1,0,1,10,0,1
14349,0,0,1,9,1,1
61949,0,1,0,4,1,1
25253,1,0,0,5,1,1
62198,1,1,0,8,1,1
48700,0,1,1,11,1,1
40472,1,1,1,0,1,1
53680,1,0,1,8,0,1
27442,1,1,1,0,1,1
50222,1,0,0,14,1,1
9855,0,0,1,15,1,0
86531,1,1,0,8,1,1
13395,0,1,1,11,1,1
14653,1,0,0,10,1,1
19815,1,0,0,14,0,0
75169,1,1,0,4,0,1
47447,1,0,0,10,1,1
60498,1,1,0,8,1,1
98096,0,0,0,13,1,1
63847,0,0,1,0,1,0
66188,1,1,1,10,0,1
74195,0,0,0,2,1,0
85319,0,0,1,8,1,1
96953,0,1,0,5,1,1
69268,1,0,1,9,0,1
51211,0,0,0,10,1,1
34028,0,1,1,6,1,1
20102,0,0,0,9,0,0
3537,0,0,1,2,1,0
30260,0,0,1,5,1,1
30637,0,1,0,4,1,0
49266,0,1,0,12,0,1
57581,1,0,0,12,0,1
23050,0,0,0,3,1,0
47074,1,1,0,6,0,1
47267,1,1,0,14,0,1
49911,1,1,0,11,1,1
8659,1,1,0,2,1,1
2177,1,1,0,4,0,0
74100,0,0,0,4,1,0
8119,0,1,1,13,0,1
22699,0,0,0,11,0,0
4029,1,0,1,12,1,1
81615,1,0,0,10,0,1
4585,0,1,0,12,0,0
13222,0,1,0,2,1,0
14833,1,1,1,14,0,1
83573,0,1,1,15,1,1
42420,1,0,1,15,0,1
28845,0,0,0,2,0,0
37101,0,0,0,8,0,0
43173,1,1,0,10,1,1
86765,0,0,1,1,0,0
1977,0,0,0,5,1,0
1635,1,1,1,6,1,1
28259,1,1,1,3,1,1
44317,1,0,1,10,1,1
59910,0,1,1,2,1,1
84286,0,0,0,7,1,0
15865,1,0,1,9,1,1
72621,0,0,1,6,0,1
2291,0,1,0,1,1,0
30302,0,1,0,3,0,0
29756,0,1,0,8,0,1
38962,1,1,1,14,1,1
94674,1,0,0,8,1,1
96236,0,0,1,4,0,0
21104,0,1,0,13,1,1
25445,0,1,0,7,1,1
52717,0,0,0,14,0,0
99791,1,0,0,9,0,1
61849,0,1,1,3,1,1
9327,1,1,0,12,1,1
82268,1,1,0,15,1,1
68629,0,0,1,7,1,1
55369,0,0,1,8,1,1
43200,1,1,1,2,0,1
93566,1,0,1,7,1,1
13726,1,1,1,1,0,1
84337,0,0,0,7,1,1
88260,1,1,0,11,1,1
75249,0,1,1,0,0,1
23789,0,1,0,9,1,1
